subject,from,to,date,dayofweek,timeofday,nyear
Me college young court television wide business.,"""Vallisneri, Michele (335S)"" <Michele.Vallisneri@jpl.nasa.gov>","""Ricky Marsh"" <gibsonharold@hotmail.com>",2017-12-06 16:08:50-08:00,Wednesday,16.133333333333333,2017.9327097117653
Clear product business make reduce shoulder.,Michele Vallisneri <michele.vallisneri@jpl.nasa.gov>,Morgan Ramsey <amanda91@james-gibson.biz>,2017-10-17 22:18:03-07:00,Tuesday,22.3,2017.796520647958
Particular enjoy something child structure.,Michele Vallisneri <Michele.Vallisneri@jpl.nasa.gov>,"""Heather Knapp"" <chelsea80@hotmail.com>",2018-03-15 11:11:38-07:00,Thursday,11.183333333333334,2018.2038767206632
Strong your take nearly bad.,Michele Vallisneri <michele.vallisneri@jpl.nasa.gov>,<tgarrett@ward-galloway.com>,2018-01-09 21:14:14-08:00,Tuesday,21.233333333333334,2018.0270628945166
Collection fine thus ready college light person.,"""Vallisneri, Michele (335S)"" <michele.vallisneri@jpl.nasa.gov>",Maurice Scott <sanchezkristen@medina.info>,2017-11-10 07:21:25-08:00,Friday,7.35,2017.860523613963
Control which east site TV.,<michele.vallisneri@jpl.nasa.gov>,Victor Turner <lisa11@stein.com>,2017-11-01 08:04:22-07:00,Wednesday,8.066666666666666,2017.8359647121454
Plan understand soldier common surface add admit.,Michele Vallisneri <Michele.Vallisneri@jpl.nasa.gov>,"""Angela Mendoza"" <rkhan@yahoo.com>",2018-03-13 11:03:00-07:00,Tuesday,11.05,2018.1983858088067
Late better yourself particularly reason his land.,Michele Vallisneri <michele.vallisneri@jpl.nasa.gov>,<ruth94@gmail.com>,2018-02-05 19:42:54-08:00,Monday,19.7,2018.1008099475246
Bring Congress former mission.,"""Vallisneri, Michele (335S)"" <Michele.Vallisneri@jpl.nasa.gov>","""Christopher Hernandez"" <robertschristopher@gmail.com>",2017-12-21 12:09:52-08:00,Thursday,12.15,2017.973323066393
Common heavy whole any.,"""Vallisneri, Michele (335S)"" <michele.vallisneri@jpl.nasa.gov>","""Kenneth Rosales"" <marycampbell@clark.net>",2017-10-23 11:47:08-07:00,Monday,11.783333333333333,2017.8117480416763
Personal door floor theory.,"""Vallisneri, Michele (335S)"" <Michele.Vallisneri@jpl.nasa.gov>","""Kevin Martinez"" <rjohnson@yahoo.com>",2017-11-06 17:23:14-08:00,Monday,17.383333333333333,2017.8507167845464
Probably meeting beautiful civil when someone.,"""Vallisneri, Michele (335S)"" <Michele.Vallisneri@jpl.nasa.gov>","""Latoya Reed"" <iclark@hotmail.com>",2017-12-06 16:10:27-08:00,Wednesday,16.166666666666668,2017.9327135143358
Clear product business make reduce shoulder.,"""Vallisneri, Michele (335S)"" <Michele.Vallisneri@jpl.nasa.gov>",Morgan Ramsey <amanda91@james-gibson.biz>,2017-10-18 10:01:40-07:00,Wednesday,10.016666666666667,2017.797857251502
Realize out bed blue.,Michele Vallisneri <Michele.Vallisneri@jpl.nasa.gov>,Rebecca Johnson <jessepham@gmail.com>,2018-03-15 12:19:45-07:00,Thursday,12.316666666666666,2018.2040060080615
However real agreement method soldier trial indeed edge.,"""Vallisneri, Michele (335S)"" <Michele.Vallisneri@jpl.nasa.gov>",Matthew Keller <meyermaria@yahoo.com>,2018-01-10 11:41:47-08:00,Wednesday,11.683333333333334,2018.0287113088448
Develop able fire art per simply discover.,"""Vallisneri, Michele (335S)"" <Michele.Vallisneri@jpl.nasa.gov>",James Martinez <denisemiller@gmail.com>,2017-10-16 18:26:58-07:00,Monday,18.433333333333334,2017.7933416989886
Drug color responsibility suggest can.,Michele Vallisneri <michele.vallisneri@jpl.nasa.gov>,"""John Johnson"" <brandonreese@powers.com>",2017-11-10 08:02:47-08:00,Friday,8.033333333333333,2017.8606015666592
However until traditional charge claim magazine.,"""Vallisneri, Michele (335S)"" <michele.vallisneri@jpl.nasa.gov>",Rebecca Johnson <adecker@thomas.net>,2017-11-01 10:16:10-07:00,Wednesday,10.266666666666667,2017.836215681801
Dinner rest break event expect.,Michele Vallisneri <Michele.Vallisneri@jpl.nasa.gov>,"""Robin Walker"" <nicholasduncan@pacheco.com>",2018-03-13 12:27:23-07:00,Tuesday,12.45,2018.1985455167692
Card modern news term media result detail yourself.,Michele Vallisneri <michele.vallisneri@jpl.nasa.gov>,<ruth94@gmail.com>,2018-02-05 19:44:00-08:00,Monday,19.733333333333334,2018.100813750095
Bring Congress former mission.,"""Vallisneri, Michele (335S)"" <Michele.Vallisneri@jpl.nasa.gov>","""Christopher Hernandez"" <robertschristopher@gmail.com>",2017-12-21 15:20:07-08:00,Thursday,15.333333333333334,2017.9736862118793
Everything according plant news top fall.,"""Vallisneri, Michele (335S)"" <Michele.Vallisneri@jpl.nasa.gov>","""Tony Pierce"" <dsmith@carey.com>",2017-10-23 12:00:09-07:00,Monday,12.0,2017.8117727583847
Cause appear voice member laugh from.,"""Vallisneri, Michele (335S)"" <michele.vallisneri@jpl.nasa.gov>","""Amy Patton"" <joewhite@gmail.com>",2017-11-07 09:39:56-08:00,Tuesday,9.65,2017.8525724389688
Probably meeting beautiful civil when someone.,"""Vallisneri, Michele (335S)"" <Michele.Vallisneri@jpl.nasa.gov>","""Latoya Reed"" <iclark@hotmail.com>",2017-12-06 16:13:02-08:00,Wednesday,16.216666666666665,2017.9327192181916
Partner budget kind shake international.,"""Vallisneri, Michele (335S)"" <Michele.Vallisneri@jpl.nasa.gov>","""Abigail Green"" <loganwoodard@yahoo.com>",2017-10-18 10:02:40-07:00,Wednesday,10.033333333333333,2017.7978591527872
Article public simply together poor success.,Michele Vallisneri <Michele.Vallisneri@jpl.nasa.gov>,<sallen@davenport.com>,2018-03-15 13:18:49-07:00,Thursday,13.3,2018.2041181838924
Child begin charge church direction.,"""Vallisneri, Michele (335S)"" <Michele.Vallisneri@jpl.nasa.gov>","""Mrs. Jill Burgess"" <mooremelissa@ponce-robertson.net>",2018-01-10 11:43:27-08:00,Wednesday,11.716666666666667,2018.0287151114153
Senior black second.,Michele Vallisneri <michele.vallisneri@jpl.nasa.gov>,Pamela Flores <john10@yahoo.com>,2017-10-16 21:49:43-07:00,Monday,21.816666666666666,2017.7937276598982
Drug color responsibility suggest can.,Michele Vallisneri <michele.vallisneri@jpl.nasa.gov>,"""John Johnson"" <brandonreese@powers.com>",2017-11-10 09:27:09-08:00,Friday,9.45,2017.860763175907
Protect field together stuff price.,"""Vallisneri, Michele (335S)"" <michele.vallisneri@jpl.nasa.gov>","""Angela Mendoza"" <rkhan@yahoo.com>",2017-11-01 15:03:39-07:00,Wednesday,15.05,2017.836761350673
South first west enough consumer pass camera.,"""Vallisneri, Michele (335S)"" <michele.vallisneri@jpl.nasa.gov>","""Cynthia Kirby"" <kevinwilliams@ward.com>",2018-03-13 19:01:08-07:00,Tuesday,19.016666666666666,2018.199294623165
Girl whatever whose ok explain.,Michele Vallisneri <michele.vallisneri@jpl.nasa.gov>,"""Hannah Phillips"" <margaret88@hotmail.com>",2018-02-05 21:46:35-08:00,Monday,21.766666666666666,2018.1010457068978
Generation high woman rate record may.,"""Vallisneri, Michele (335S)"" <Michele.Vallisneri@jpl.nasa.gov>","""Louis Pollard"" <phyllishernandez@hart-price.com>",2017-12-21 15:20:54-08:00,Thursday,15.333333333333334,2017.9736862118793
Kid act their own east simple black.,"""Vallisneri, Michele (335S)"" <Michele.Vallisneri@jpl.nasa.gov>","""Michelle Sanders"" <kelleyjoshua@carr.com>",2017-10-23 15:42:04-07:00,Monday,15.7,2017.8121948437145
Issue responsibility near seat.,"""Vallisneri, Michele (335S)"" <michele.vallisneri@jpl.nasa.gov>","""Edward Jensen"" <adecker@thomas.net>",2017-11-26 20:33:26-08:00,Sunday,20.55,2017.90583504449
Worker Republican look population painting outside style.,<michele.vallisneri@jpl.nasa.gov>,Lydia Stephens MD <sallen@davenport.com>,2017-12-06 18:13:11-08:00,Wednesday,18.216666666666665,2017.9329473724238
Kitchen book return a.,"""Vallisneri, Michele (335S)"" <michele.vallisneri@jpl.nasa.gov>",James Cortez <hshaw@yahoo.com>,2017-11-07 09:42:08-08:00,Tuesday,9.7,2017.8525781428245
Realize out bed blue.,Michele Vallisneri <Michele.Vallisneri@jpl.nasa.gov>,Rebecca Johnson <jessepham@gmail.com>,2018-03-15 15:22:59-07:00,Thursday,15.366666666666667,2018.2043539432657
Want born fish popular Republican conference.,"""Vallisneri, Michele (335S)"" <Michele.Vallisneri@jpl.nasa.gov>",Dr. Gloria Jackson <katherine64@yahoo.com>,2018-01-10 15:41:43-08:00,Wednesday,15.683333333333334,2018.0291676173094
Clear product business make reduce shoulder.,"""Vallisneri, Michele (335S)"" <Michele.Vallisneri@jpl.nasa.gov>","""Edward Campbell"" <psloan@wilson-mitchell.biz>",2017-10-18 10:27:33-07:00,Wednesday,10.45,2017.7979066849189
Beat pretty kitchen.,"""Vallisneri, Michele (335S)"" <Michele.Vallisneri@jpl.nasa.gov>","""Kevin Martinez"" <rjohnson@yahoo.com>",2017-10-17 13:10:34-07:00,Tuesday,13.166666666666666,2017.7954787436306
Beyond citizen scientist wrong.,Michele Vallisneri <michele.vallisneri@jpl.nasa.gov>,<rkhan@yahoo.com>,2017-11-10 11:07:37-08:00,Friday,11.116666666666667,2017.860953304434
Last fact book cold full pass.,"""Vallisneri, Michele (335S)"" <Michele.Vallisneri@jpl.nasa.gov>","""Crystal Jenkins"" <thomasandrew@smith.com>",2017-11-01 15:42:37-07:00,Wednesday,15.7,2017.8368355007985
This sport television company usually standard.,"""Vallisneri, Michele (335S)"" <michele.vallisneri@jpl.nasa.gov>","""Gordon Reyes"" <robertssteven@yahoo.com>",2018-03-13 19:01:10-07:00,Tuesday,19.016666666666666,2018.199294623165
Doctor major building yet.,Michele Vallisneri <michele.vallisneri@jpl.nasa.gov>,Jason Welch <shawmichelle@yahoo.com>,2018-02-05 21:48:15-08:00,Monday,21.8,2018.1010495094686
Medical once test responsibility meet break type.,"""Vallisneri, Michele (335S)"" <Michele.Vallisneri@jpl.nasa.gov>",Morgan Ramsey <amanda91@james-gibson.biz>,2017-12-21 15:57:24-08:00,Thursday,15.95,2017.9737565594342
Media other else set.,"""Vallisneri, Michele (335S)"" <Michele.Vallisneri@jpl.nasa.gov>","""David Mathis"" <cesar50@gmail.com>",2017-10-23 15:50:04-07:00,Monday,15.833333333333334,2017.8122100539965
Song table behind my.,"""Vallisneri, Michele (335S)"" <michele.vallisneri@jpl.nasa.gov>","""Kevin Martinez"" <rjohnson@yahoo.com>",2017-11-07 22:25:24-08:00,Tuesday,22.416666666666668,2017.8540288234847
Politics purpose fly success.,"""Vallisneri, Michele (335S)"" <michele.vallisneri@jpl.nasa.gov>","""Sara Fleming"" <sallen@davenport.com>",2017-12-08 08:50:12-08:00,Friday,8.833333333333334,2017.9373526503916
Most deep itself threat.,"""Vallisneri, Michele (335S)"" <Michele.Vallisneri@jpl.nasa.gov>","""Kevin Martinez"" <rjohnson@yahoo.com>",2017-10-18 10:28:30-07:00,Wednesday,10.466666666666667,2017.7979085862041
Article public simply together poor success.,Michele Vallisneri <Michele.Vallisneri@jpl.nasa.gov>,<sallen@davenport.com>,2018-03-15 15:54:31-07:00,Thursday,15.9,2018.2044147843942
Ahead ball region field identify final.,"""Vallisneri, Michele (335S)"" <Michele.Vallisneri@jpl.nasa.gov>","""Robin Walker"" <nicholasduncan@pacheco.com>",2018-01-10 15:57:25-08:00,Wednesday,15.95,2018.0291980378736
Quickly after around success.,Michele Vallisneri <michele.vallisneri@jpl.nasa.gov>,Daniel Matthews <grahamandrew@hotmail.com>,2017-10-17 21:30:58-07:00,Tuesday,21.5,2017.7964293862651
Scene debate adult least performance save remain.,Michele Vallisneri <michele.vallisneri@jpl.nasa.gov>,<psloan@wilson-mitchell.biz>,2017-11-12 10:47:58-08:00,Sunday,10.783333333333333,2017.8663909803026
Resource may seem human it system.,"""Vallisneri, Michele (335S)"" <Michele.Vallisneri@jpl.nasa.gov>","""Trevor Charles"" <zrodriguez@hotmail.com>",2017-11-02 10:07:40-07:00,Thursday,10.116666666666667,2017.8389364210207
Bring Congress former mission.,Michele Vallisneri <michele.vallisneri@jpl.nasa.gov>,"""Christopher Hernandez"" <robertschristopher@gmail.com>",2017-12-21 18:45:50-08:00,Thursday,18.75,2017.9740759753595
Majority race a heart can of.,Michele Vallisneri <michele.vallisneri@jpl.nasa.gov>,Kaitlin Turner <snewton@yahoo.com>,2018-02-05 21:53:58-08:00,Monday,21.883333333333333,2018.1010590158949
Information result enjoy oil.,"""Vallisneri, Michele (335S)"" <michele.vallisneri@jpl.nasa.gov>",Maurice Scott <sanchezkristen@medina.info>,2018-03-13 19:01:12-07:00,Tuesday,19.016666666666666,2018.199294623165
Must respond cost respond quite.,<michele.vallisneri@jpl.nasa.gov>,Christopher Torres <margaret91@tanner.com>,2017-10-23 18:58:12-07:00,Monday,18.966666666666665,2017.812567495627
Area improve whole issue weight center.,Michele Vallisneri <michele.vallisneri@jpl.nasa.gov>,Amy Torres <thomaselliott@leon-reeves.com>,2017-11-08 05:02:14-08:00,Wednesday,5.033333333333333,2017.8547836337364
Partner budget kind shake international.,"""Vallisneri, Michele (335S)"" <Michele.Vallisneri@jpl.nasa.gov>","""Kevin Martinez"" <rjohnson@yahoo.com>",2017-10-18 10:31:03-07:00,Wednesday,10.516666666666667,2017.79791429006
Partner budget kind shake international.,Michele Vallisneri <michele.vallisneri@jpl.nasa.gov>,<loganwoodard@yahoo.com>,2017-10-17 21:51:08-07:00,Tuesday,21.85,2017.7964693132558
Late today range alone modern science federal.,Michele Vallisneri <Michele.Vallisneri@jpl.nasa.gov>,Michael Perez <jessicagood@gmail.com>,2018-03-15 15:58:13-07:00,Thursday,15.966666666666667,2018.2044223895352
American more agreement security only another.,Michele Vallisneri <michele.vallisneri@jpl.nasa.gov>,"""Christina Abbott"" <juan96@gmail.com>",2018-02-09 16:06:53-08:00,Friday,16.1,2018.111350673055
Size yet put international my arm position training.,"""Vallisneri, Michele (335S)"" <Michele.Vallisneri@jpl.nasa.gov>",<awilkins@yahoo.com>,2018-01-10 16:14:41-08:00,Wednesday,16.233333333333334,2018.0292303597232
But step pretty lot pay strong president building.,Michele Vallisneri <michele.vallisneri@jpl.nasa.gov>,Michael Perez <kmartin@atkinson.biz>,2017-11-12 10:59:28-08:00,Sunday,10.983333333333333,2017.8664137957257
Resource may seem human it system.,"""Vallisneri, Michele (335S)"" <Michele.Vallisneri@jpl.nasa.gov>","""Trevor Charles"" <zrodriguez@hotmail.com>",2017-11-02 13:42:38-07:00,Thursday,13.7,2017.8393451973536
Learn address all director entire international crime.,Michele Vallisneri <michele.vallisneri@jpl.nasa.gov>,Barbara Colon <shancock@gmail.com>,2017-12-21 18:52:09-08:00,Thursday,18.866666666666667,2017.9740892843563
Trade business party student American example environmental.,Michele Vallisneri <michele.vallisneri@jpl.nasa.gov>,<hshaw@yahoo.com>,2018-02-05 21:58:30-08:00,Monday,21.966666666666665,2018.1010685223212
Collection fine thus ready college light person.,"""Vallisneri, Michele (335S)"" <michele.vallisneri@jpl.nasa.gov>",Maurice Scott <sanchezkristen@medina.info>,2018-03-13 19:01:13-07:00,Tuesday,19.016666666666666,2018.199294623165
Now experience executive check very we.,"""Vallisneri, Michele (335S)"" <michele.vallisneri@jpl.nasa.gov>","""Kevin Martinez"" <rjohnson@yahoo.com>",2017-10-24 08:06:16-07:00,Tuesday,8.1,2017.8140657084189
Evening street join would north in.,"""Vallisneri, Michele (335S)"" <michele.vallisneri@jpl.nasa.gov>","""Robin Gutierrez"" <anthonylopez@yahoo.com>",2017-11-08 06:24:17-08:00,Wednesday,6.4,2017.8549395391285
Partner budget kind shake international.,"""Vallisneri, Michele (335S)"" <Michele.Vallisneri@jpl.nasa.gov>","""Barry Patterson"" <cdunn@gmail.com>",2017-10-18 10:31:18-07:00,Wednesday,10.516666666666667,2017.79791429006
Partner budget kind shake international.,Michele Vallisneri <michele.vallisneri@jpl.nasa.gov>,Jennifer Collins <debbienguyen@george.com>,2017-10-17 21:56:45-07:00,Tuesday,21.933333333333334,2017.796478819682
Item goal simply.,"""Vallisneri, Michele (335S)"" <Michele.Vallisneri@jpl.nasa.gov>","""Angela Mendoza"" <rkhan@yahoo.com>",2018-01-10 16:24:24-08:00,Wednesday,16.4,2018.029249372576
Drive add general anything community police.,Michele Vallisneri <michele.vallisneri@jpl.nasa.gov>,Rebecca Johnson <adecker@thomas.net>,2017-11-12 10:59:30-08:00,Sunday,10.983333333333333,2017.8664137957257
Then only time can personal evening stand one.,"""Vallisneri, Michele (335S)"" <Michele.Vallisneri@jpl.nasa.gov>","""Ronald Schneider"" <jennifer17@oconnell-murphy.com>",2017-11-02 14:32:03-07:00,Thursday,14.533333333333333,2017.839440261617
Age ahead environmental since night window life.,Michele Vallisneri <michele.vallisneri@jpl.nasa.gov>,Arthur Howard <martinezsavannah@williams-campos.com>,2017-12-19 18:48:09-08:00,Tuesday,18.8,2017.968605977641
Happen huge determine these nor around marriage election.,Michele Vallisneri <michele.vallisneri@jpl.nasa.gov>,Arthur Howard <martinezsavannah@williams-campos.com>,2017-12-21 21:41:37-08:00,Thursday,21.683333333333334,2017.9744106015667
Reach perhaps size benefit let newspaper hard cultural.,Michele Vallisneri <michele.vallisneri@jpl.nasa.gov>,"""Theresa Eaton"" <ellislauren@yahoo.com>",2018-02-05 22:09:21-08:00,Monday,22.15,2018.101089436459
Artist behind knowledge nation morning.,"""Vallisneri, Michele (335S)"" <michele.vallisneri@jpl.nasa.gov>",Maurice Scott <sanchezkristen@medina.info>,2018-03-13 19:01:14-07:00,Tuesday,19.016666666666666,2018.199294623165
Value kind by successful heart ahead.,"""Vallisneri, Michele (335S)"" <michele.vallisneri@jpl.nasa.gov>","""Kevin Martinez"" <rjohnson@yahoo.com>",2017-10-24 09:33:50-07:00,Tuesday,9.55,2017.8142311202373
Drug color responsibility suggest can.,Michele Vallisneri <michele.vallisneri@jpl.nasa.gov>,Rebecca Johnson <jessepham@gmail.com>,2017-11-26 22:00:12-08:00,Sunday,22.0,2017.9060004563084
Safe everything your good administration outside free.,"""Vallisneri, Michele (335S)"" <michele.vallisneri@jpl.nasa.gov>","""Kevin Martinez"" <rjohnson@yahoo.com>",2017-10-18 12:12:25-07:00,Wednesday,12.2,2017.7981063198722
Lose memory very whose who.,Michele Vallisneri <michele.vallisneri@jpl.nasa.gov>,<hshaw@yahoo.com>,2017-10-17 22:10:40-07:00,Tuesday,22.166666666666668,2017.796505437676
Bag positive even action.,"""Vallisneri, Michele (335S)"" <Michele.Vallisneri@jpl.nasa.gov>","""Angela Mendoza"" <rkhan@yahoo.com>",2018-01-10 16:24:55-08:00,Wednesday,16.4,2018.029249372576
Above consider prevent sometimes address a.,"""Vallisneri, Michele (335S)"" <michele.vallisneri@jpl.nasa.gov>","""Brandon Burgess"" <kaitlynmontgomery@olson.com>",2017-10-20 11:03:35-07:00,Friday,11.05,2017.803450832763
Third each mind woman.,"""Vallisneri, Michele (335S)"" <michele.vallisneri@jpl.nasa.gov>","""John Johnson"" <brandonreese@powers.com>",2017-11-03 10:38:31-07:00,Friday,10.633333333333333,2017.8417332116512
Father production position.,"""Vallisneri, Michele (335S)"" <michele.vallisneri@jpl.nasa.gov>",Rebecca Johnson <adecker@thomas.net>,2017-11-13 10:10:30-08:00,Monday,10.166666666666666,2017.8690584835347
Happen huge determine these nor around marriage election.,"""Vallisneri, Michele (335S)"" <michele.vallisneri@jpl.nasa.gov>","""John Johnson"" <brandonreese@powers.com>",2017-12-21 21:46:04-08:00,Thursday,21.766666666666666,2017.974420107993
Bed laugh research individual probably little reason.,Michele Vallisneri <michele.vallisneri@jpl.nasa.gov>,"""Jennifer Martin"" <lisa11@stein.com>",2018-02-05 22:19:39-08:00,Monday,22.316666666666666,2018.1011084493118
Statement have heart apply above.,"""Vallisneri, Michele (335S)"" <michele.vallisneri@jpl.nasa.gov>",Michael Moody <madelinetucker@gmail.com>,2018-03-13 19:01:38-07:00,Tuesday,19.016666666666666,2018.199294623165
